# N2 enrichment batch 7 (601~700)
	はっきりしない	확실하지 않은	관용구	はっきり + しない	事故の原因がはっきりしない。	사고의 원인이 확실하지 않다.	返事がはっきりしないので困っている。	대답이 확실하지 않아 곤란하다.
思いがけない	おもいがけない	뜻밖이다	い형용사	思い + 掛けない	思いがけない出来事に驚いた。	뜻밖의 일에 놀랐다.	思いがけないプレゼントを受け取った。	뜻밖의 선물을 받았다.
意外だ	いがいだ	의외다	な형용사	意 + 外	彼の発言は意外だった。	그의 발언은 의외였다.	結果が意外で驚いた。	결과가 의외라 놀랐다.
自ら	みずから	스스로	부사	自(스스로 자)	自ら行動を起こした。	스스로 행동을 일으켰다.	自ら責任を取った。	스스로 책임을 졌다.
自分で	じぶんで	스스로, 자신이	부사	自分 + で	自分でやってみる。	스스로 해 본다.	自分でしっかり考えなさい。	자신이 잘 생각해.
	そろう	갖추어지다, 모이다	동사	관용 동사	参加者がそろった。	참가자가 모였다.	資料がそろってから始める。	자료가 갖춰지고 나서 시작한다.
集まる	あつまる	모이다	동사	集(모일 집)	友達が公園に集まった。	친구들이 공원에 모였다.	参加者が会場に集まる。	참가자가 회장에 모인다.
	およそ	대략	부사	관용 부사	参加者はおよそ百人だった。	참가자는 대략 100명이었다.	完成までおよそ一年かかる。	완성까지 대략 1년 걸린다.
計画	けいかく	계획	명사	計(셀 계) + 画(그릴 화)	旅行の計画を立てた。	여행 계획을 세웠다.	計画通りに進んでいる。	계획대로 진행되고 있다.
	プラン	플랜	명사	외래어 (plan)	新しいプランを提案した。	새 플랜을 제안했다.	プランを変更することにした。	플랜을 변경하기로 했다.
相変わらず	あいかわらず	여전히	부사	相 + 変わらず	彼は相変わらず元気だ。	그는 여전히 건강하다.	相変わらず忙しい毎日だ。	여전히 바쁜 나날이다.
依然として	いぜんとして	여전히	부사	依然 + として	依然として原因は不明だ。	여전히 원인은 불명이다.	状況は依然として厳しい。	상황은 여전히 엄격하다.
必死な	ひっしな	필사적인, 열심인	な형용사	必 + 死	必死な努力が報われた。	필사적인 노력이 보답받았다.	彼は必死に勉強している。	그는 필사적으로 공부하고 있다.
一生懸命な	いっしょうけんめいな	열심인	な형용사	一生 + 懸命	彼は一生懸命練習している。	그는 열심히 연습하고 있다.	一生懸命な姿に感動した。	열심인 모습에 감동했다.
山の麓	やまのふもと	산기슭	명사	山 + 麓	山の麓に村がある。	산기슭에 마을이 있다.	山の麓で休憩した。	산기슭에서 쉬었다.
山の下のほう	やまのしたのほう	산 아래쪽	명사	관용구	山の下のほうに駐車場がある。	산 아래쪽에 주차장이 있다.	山の下のほうから登り始めた。	산 아래쪽부터 오르기 시작했다.
サイズをそろえる	サイズをそろえる	사이즈를 같게 하다	관용구	サイズ + そろえる	商品のサイズをそろえた。	상품의 사이즈를 같게 했다.	参加者のチームサイズをそろえる。	참가자의 팀 사이즈를 같게 한다.
サイズを同じにする	サイズをおなじにする	사이즈를 똑같게 하다	관용구	サイズ + 同じ	全員のサイズを同じにした。	전원의 사이즈를 똑같게 했다.	写真のサイズを同じにする。	사진의 사이즈를 똑같게 한다.
買い占める	かいしめる	매점하다, 사 모으다	동사	買い + 占める	人気商品を買い占める。	인기 상품을 매점한다.	マスクを買い占める人がいた。	마스크를 사 모으는 사람이 있었다.
全部買う	ぜんぶかう	모두 사다	관용구	全部 + 買う	彼は商品を全部買った。	그는 상품을 모두 샀다.	セールで全部買うことにした。	세일에서 모두 사기로 했다.
間際	まぎわ	직전	명사	間 + 際	出発の間際に電話が来た。	출발 직전에 전화가 왔다.	締め切り間際で慌てた。	마감 직전에 당황했다.
直前	ちょくぜん	직전	명사	直 + 前	試合の直前に怪我をした。	시합 직전에 부상을 입었다.	出発の直前まで荷造りした。	출발 직전까지 짐을 쌌다.
	たちまち	금세, 순식간에	부사	관용 부사	商品はたちまち売り切れた。	상품은 금세 다 팔렸다.	噂はたちまち広まった。	소문은 순식간에 퍼졌다.
勘定する	かんじょうする	지불하다	동사	勘(헤아릴 감) + 定	お会計を勘定した。	계산을 마쳤다.	彼が全員分を勘定してくれた。	그가 전원 분을 계산해 주었다.
お金を払う	おかねをはらう	돈을 지불하다	관용구	お金 + 払う	商品代金をお金で払った。	상품 대금을 돈으로 지불했다.	毎月家賃のお金を払う。	매달 집세를 지불한다.
異なる	ことなる	다르다	동사	異(다를 이)	意見が異なる場合がある。	의견이 다른 경우가 있다.	彼とは性格が異なる。	그와는 성격이 다르다.
違う	ちがう	다르다	동사	違(어긋날 위)	私の考えとは違う。	내 생각과는 다르다.	色が少し違う。	색이 조금 다르다.
	たまたま	우연히	부사	관용 부사	たまたま昔の友人に会った。	우연히 옛 친구를 만났다.	たまたま家にいて電話に出た。	우연히 집에 있어서 전화를 받았다.
明らかな	あきらかな	분명한	な형용사	明 + 明らか	明らかな事実が判明した。	분명한 사실이 밝혀졌다.	彼の責任は明らかだ。	그의 책임은 분명하다.
	はっきりした	분명한, 확실한	관용구	はっきり + した	はっきりした証拠が出た。	확실한 증거가 나왔다.	はっきりした答えが欲しい。	확실한 답을 원한다.
用心	ようじん	조심	명사	用 + 心	夜道は用心したほうがいい。	밤길은 조심하는 게 좋다.	用心深く周囲を確認する。	조심스럽게 주위를 확인한다.
注意	ちゅうい	주의	명사	注(부을 주) + 意	車に注意してください。	차에 주의해 주세요.	注意を払って作業する。	주의를 기울여 작업한다.
騒々しい	そうぞうしい	시끄럽다, 소란스럽다	い형용사	騒(시끄러울 소)	騒々しい場所で集中できない。	시끄러운 장소에서 집중할 수 없다.	子供たちは騒々しく遊んでいる。	아이들은 소란스럽게 놀고 있다.
	うるさい	시끄럽다	い형용사	관용 형용사	音楽がうるさい。	음악이 시끄럽다.	彼はマナーにうるさい。	그는 매너에 까다롭다.
所有する	しょゆうする	소유하다	동사	所有 + する	彼は別荘を所有している。	그는 별장을 소유하고 있다.	会社は土地を所有する。	회사는 토지를 소유한다.
持つ	もつ	들다, 소유하다	동사	持(가질 지)	かばんを持って歩く。	가방을 들고 걷는다.	彼は古い時計を持っている。	그는 오래된 시계를 가지고 있다.
	おそらく	아마	부사	관용 부사	おそらく彼は来るだろう。	아마 그는 올 것이다.	おそらく雨は止むだろう。	아마 비는 그칠 것이다.
多分	たぶん	아마	부사	多 + 分	多分明日は晴れる。	아마 내일은 맑다.	多分間に合うと思う。	아마 시간 맞출 거라 생각한다.
収納する	しゅうのうする	수납하다	동사	収納 + する	衣類を収納するスペースが必要だ。	의류를 수납할 공간이 필요하다.	きれいに収納されている。	깔끔하게 수납되어 있다.
	しまう	치우다, 간수하다	동사	관용 동사	おもちゃを箱にしまう。	장난감을 상자에 치운다.	大切な書類は金庫にしまった。	중요한 서류는 금고에 보관했다.
小柄だ	こがらだ	몸집이 작다	な형용사	小 + 柄	彼女は小柄だが力が強い。	그녀는 몸집이 작지만 힘이 세다.	小柄な人向けの服が並ぶ。	몸집이 작은 사람용의 옷이 진열된다.
体が小さい	からだがちいさい	몸집이 작다	관용구	体 + 小さい	私は体が小さいので服選びが難しい。	나는 몸집이 작아 옷 고르기가 어렵다.	彼は体が小さいけれど力がある。	그는 몸집이 작지만 힘이 있다.
無口だ	むくちだ	과묵하다	な형용사	無 + 口	彼は無口だが優しい。	그는 과묵하지만 다정하다.	無口な人ほど深く考える。	과묵한 사람일수록 깊이 생각한다.
あまり話さない	あまりはなさない	그다지 말하지 않는다	관용구	あまり + 話さない	彼はあまり話さないタイプだ。	그는 그다지 말하지 않는 타입이다.	初対面だとあまり話さない。	첫 만남에는 그다지 말하지 않는다.
	やや	다소, 조금	부사	관용 부사	やや疲れている。	다소 피곤하다.	価格はやや高めだ。	가격은 다소 비싼 편이다.
