# N2 enrichment batch 9 (801~900)
質素な	しっそな	검소한	な형용사	質 + 素	質素な生活を送る。	검소한 생활을 한다.	質素な暮らしが性に合う。	검소한 생활이 성격에 맞는다.
利益	りえき	이익	명사	利 + 益	会社の利益が増えた。	회사 이익이 늘었다.	お互いの利益を考える。	서로의 이익을 생각한다.
かなう	かなう	(꿈, 희망 등이) 이루어지다	동사	관용 동사	夢がついにかなった。	꿈이 마침내 이루어졌다.	願いがかなうように努力する。	소원이 이루어지도록 노력한다.
受け入れる	うけいれる	받아들이다	동사	受け + 入れる	新人を受け入れる準備をした。	신입을 받아들일 준비를 했다.	彼の意見を受け入れる。	그의 의견을 받아들인다.
廃止	はいし	폐지	명사	廃 + 止	古い制度を廃止した。	낡은 제도를 폐지했다.	不要な規則を廃止する。	불필요한 규칙을 폐지한다.
矛盾	むじゅん	모순	명사	矛 + 盾	彼の発言に矛盾がある。	그의 발언에 모순이 있다.	矛盾を指摘した。	모순을 지적했다.
心強い	こころづよい	든든하다	い형용사	心 + 強い	君がいて心強い。	네가 있어서 든든하다.	心強い味方ができた。	든든한 아군이 생겼다.
問い合わせる	といあわせる	문의하다	동사	問い + 合わせる	商品について問い合わせた。	상품에 대해 문의했다.	料金を問い合わせた。	요금을 문의했다.
	さっさと	빨리, 서둘러서	부사	관용 부사	さっさと宿題を済ませた。	빨리 숙제를 마쳤다.	さっさと帰ろう。	빨리 돌아가자.
交代	こうたい	교대, 교체	명사	交 + 代	交代で運転した。	교대로 운전했다.	シフトの交代をお願いする。	시프트 교체를 부탁한다.
塞ぐ	ふさぐ	막다, 차단하다	동사	塞(막을 새)	穴を塞ぐ作業をした。	구멍을 막는 작업을 했다.	入り口を塞いではいけない。	입구를 막아서는 안 된다.
合同	ごうどう	합동	명사	合 + 同	二つの学校が合同で発表した。	두 학교가 합동으로 발표했다.	合同会社を設立した。	합동 회사를 설립했다.
冷静な	れいせいな	냉정한	な형용사	冷 + 静	冷静な判断が求められる。	냉정한 판단이 요구된다.	彼は冷静に対応した。	그는 냉정하게 대응했다.
掲示	けいじ	게시	명사	掲 + 示	お知らせを掲示した。	알림을 게시했다.	新しいルールが掲示された。	새 규칙이 게시되었다.
補足	ほそく	보충, 보완	명사	補 + 足	資料を補足する。	자료를 보충한다.	説明を補足してください。	설명을 보충해 주세요.
快い	こころよい	기분 좋다, 유쾌하다	い형용사	快(쾌할 쾌)	快い風が吹いている。	유쾌한 바람이 불고 있다.	快い返事をもらった。	기분 좋은 답을 받았다.
慌ただしい	あわただしい	분주하다, 어수선하다	い형용사	慌(다급할 황)	慌ただしい朝を過ごす。	분주한 아침을 보낸다.	慌ただしい一日だった。	분주한 하루였다.
分野	ぶんや	분야	명사	分 + 野	彼は科学分野の専門家だ。	그는 과학 분야의 전문가다.	新しい分野に挑戦する。	새로운 분야에 도전한다.
	かすかな	희미한	な형용사	관용 형용사	かすかな光が見えた。	희미한 빛이 보였다.	かすかな音がした。	희미한 소리가 났다.
生き生き	いきいき	생기가 넘치는 모양	부사	生(살 생)	彼女は生き生きと働いている。	그녀는 생기 있게 일하고 있다.	生き生きした表情で話す。	생기 있는 표정으로 말한다.
催促	さいそく	재촉	명사	催 + 促	返事を催促された。	답을 재촉받았다.	支払いの催促が来た。	지불 재촉이 왔다.
隔てる	へだてる	멀리하다, 사이에 두다	동사	隔(사이뜰 격)	川を隔てて村がある。	강을 사이에 두고 마을이 있다.	彼との距離を隔ててしまった。	그와의 거리를 멀리하게 됐다.
	ものたりない	조금 부족하다, 어딘가 아쉽다	い형용사	관용 형용사	味がものたりない。	맛이 부족하다.	量がものたりない。	양이 부족하다.
頑丈な	がんじょうな	튼튼한	な형용사	頑 + 丈	頑丈な体を作る。	튼튼한 몸을 만든다.	頑丈なバッグを買った。	튼튼한 가방을 샀다.
会見	かいけん	회견	명사	会 + 見	記者会見を開いた。	기자 회견을 열었다.	首脳会見が行われた。	정상회담이 열렸다.
畳む	たたむ	접다, 개다	동사	畳(겹쳐질 첩)	洗濯物を畳んだ。	빨래를 갰다.	椅子を畳んでしまった。	의자를 접어 두었다.
支持	しじ	지지	명사	支 + 持	彼の意見を支持した。	그의 의견을 지지했다.	大多数の支持を得た。	대다수의 지지를 얻었다.
合図	あいず	신호	명사	合 + 図	手で合図を送った。	손으로 신호를 보냈다.	発射の合図を待つ。	발사 신호를 기다린다.
妥当な	だとうな	타당한	な형용사	妥 + 当	妥当な解決策を見つけた。	타당한 해결책을 찾았다.	妥当な価格で契約した。	타당한 가격으로 계약했다.
	こつこつと	꾸준하게	부사	의태어 (꾸준히 두드리는 모양)	こつこつと努力する。	꾸준히 노력한다.	こつこつと貯金している。	꾸준히 저축하고 있다.
言い訳	いいわけ	변명	명사	言い + 訳	言い訳をしないで。	변명하지 마.	言い訳ばかり並べる。	변명만 늘어놓는다.
手軽な	てがるな	손쉬운, 간편한	な형용사	手 + 軽	手軽に作れる料理だ。	손쉽게 만들 수 있는 요리다.	手軽な値段で買える。	간편한 가격에 살 수 있다.
温暖な	おんだんな	온난한	な형용사	温 + 暖	温暖な気候の地域だ。	온난한 기후의 지역이다.	温暖化が進んでいる。	온난화가 진행되고 있다.
作成	さくせい	작성	명사	作 + 成	書類を作成した。	서류를 작성했다.	計画書の作成に時間がかかる。	계획서 작성에 시간이 걸린다.
振り向く	ふりむく	돌아보다	동사	振り + 向く	名前を呼ばれて振り向いた。	이름을 불려 돌아봤다.	過去を振り向く時間がない。	과거를 돌아볼 시간이 없다.
	いったん	일단	부사	관용 부사	いったん家に帰る。	일단 집에 간다.	いったん決めたら変えない。	일단 결정하면 바꾸지 않는다.
用途	ようと	용도	명사	用 + 途	この道具の用途は何ですか。	이 도구의 용도는 무엇입니까?	用途に応じて選ぶ。	용도에 따라 고른다.
思いつく	おもいつく	생각이 떠오르다	동사	思い + つく	名案を思いついた。	묘안이 떠올랐다.	いいアイデアを思いつく。	좋은 아이디어가 떠오른다.
甘やかす	あまやかす	응석을 받아 주다	동사	甘(달 감) + やかす	子供を甘やかすのは良くない。	아이를 응석 받아 주는 것은 좋지 않다.	彼は犬を甘やかしている。	그는 개를 응석 받아 주고 있다.
中断	ちゅうだん	중단	명사	中 + 断	試合は雨で中断した。	시합은 비로 중단되었다.	プロジェクトを中断する。	프로젝트를 중단한다.
行方	ゆくえ	행방	명사	行 + 方	行方を捜している。	행방을 찾고 있다.	行方不明者が見つかった。	행방 불명자가 발견됐다.
	たくましい	씩씩하다, 늠름하다	い형용사	관용 형용사	たくましい青年に成長した。	씩씩한 청년으로 성장했다.	たくましい身体を作る。	늠름한 몸을 만든다.
発達	はったつ	발달	명사	発 + 達	子供の発達を見守る。	아이의 발달을 지켜본다.	技術の発達が著しい。	기술의 발달이 두드러진다.
延長	えんちょう	연장	명사	延 + 長	会議が延長された。	회의가 연장되었다.	契約を延長することにした。	계약을 연장하기로 했다.
	さびる	녹슬다	동사	관용 동사	鉄が雨でさびた。	쇠가 비로 녹슬었다.	古い自転車がさびる。	낡은 자전거가 녹슨다.
引退	いんたい	은퇴	명사	引 + 退	選手が引退を発表した。	선수가 은퇴를 발표했다.	引退後は趣味に専念する。	은퇴 후에는 취미에 전념한다.
目上	めうえ	손윗사람, 연장자	명사	目 + 上	目上の人に敬意を払う。	손윗사람에게 경의를 표한다.	目上の人と話す。	연장자와 이야기한다.
