# N2 enrichment batch 11 (1001~1100)
～とおりに	～とおりに	~대로	문법		言われたとおりにした。	말한 대로 했다.	計画とおりに進めた。	계획대로 진행했다.
～にかけては	～にかけては	~에 관한 한	문법		料理にかけては自信がある。	요리에 관한 한 자신이 있다.	歌にかけては誰にも負けない。	노래에 관한 한 누구에게도 지지 않는다.
～(さ)せていただける	～させていただける	~해 주실 수 있다 <겸손>	문법		参加させていただけますか。	참가하게 해 주실 수 있습니까?	発表させていただけたらと思います。	발표하게 해 주신다면 감사하겠습니다.
～なりに	～なりに	~나름대로	문법		彼なりに頑張っている。	그 나름대로 노력하고 있다.	子供なりに考えた答えだ。	아이 나름대로 생각한 답이다.
～(よ)うとする	～ようとする	~하려고 하다	문법		話そうとしたが言葉が出ない。	말하려 했지만 말이 안 나온다.	走り出そうとした瞬間。	달려나가려고 한 순간.
～てしょうがない	～てしょうがない	~해서 어쩔 수가 없다, 매우 ~하다	문법		眠くてしょうがない。	졸려서 어쩔 수가 없다.	寒くてしょうがない。	너무 추워서 어쩔 수가 없다.
見える	みえる	오시다 <존경>	동사	존경어	お客様が見えました。	손님이 오셨습니다.	先生が見えるそうだ。	선생님이 오신다고 한다.
～ようであれば	～ようであれば	~할 것 같으면	문법		難しいようであれば中止する。	어려울 것 같으면 중지한다.	遅れるようであれば連絡する。	늦을 것 같으면 연락한다.
～(よ)うじゃないか	～ようじゃないか	~하지 않겠는가?	문법		みんなで頑張ろうじゃないか。	다 함께 힘내지 않겠는가?	出かけようじゃないか。	나가지 않겠는가?
伝わる	つたわる	전달되다	동사	伝(전할 전)	噂が広く伝わった。	소문이 널리 퍼졌다.	気持ちが伝わった。	마음이 전해졌다.
～ままに	～ままに	~한 채로	문법		感じたままに表現する。	느낀 그대로 표현한다.	言われたままに従う。	들은 그대로 따른다.
	あるいは	혹은, 또는	접속사	관용 접속사	電話あるいはメールでお願いします。	전화 혹은 메일로 부탁합니다.	月曜あるいは火曜に行く。	월요일 또는 화요일에 간다.
～だって	～だって	~도, ~라도 <예시, 강조>	문법		子供だってわかる話だ。	아이라도 아는 이야기다.	私だって頑張っている。	나도 노력하고 있다.
～だけに	～だけに	~인 만큼	문법		努力しただけに残念だ。	노력한 만큼 아쉽다.	期待していただけに失望が大きい。	기대했던 만큼 실망이 크다.
～とのことだ	～とのことだ	~라는 것이다	문법		彼は来ないとのことだ。	그는 안 온다고 한다.	会議は中止とのことだ。	회의는 중지라는 것이다.
～しかない	～しかない	~할 수밖에 없다	문법		我慢するしかない。	참을 수밖에 없다.	諦めるしかない状況だ。	포기할 수밖에 없는 상황이다.
お越しいただく	おこしいただく	와 주시다 <겸손>	동사	겸손어	お越しいただきありがとうございます。	와 주셔서 감사합니다.	先生にお越しいただいた。	선생님께서 와 주셨다.
～というから	～というから	~라고 하니까	문법		美味しいというから食べてみた。	맛있다고 하니까 먹어 봤다.	混んでいるというから早く出た。	붐빈다고 하니까 일찍 나왔다.
～ように	～ように	~하도록	문법		遅れないように早めに出る。	늦지 않도록 일찍 나간다.	忘れないようにメモする。	잊지 않도록 메모한다.
～がる	～がる	~해하다	문법		子供は新しいおもちゃを欲しがる。	아이는 새 장난감을 갖고 싶어 한다.	彼は寒がっている。	그는 추워하고 있다.
～なきゃいけない	～なきゃいけない	~하지 않으면 안 된다 <축약>	문법		今行かなきゃいけない。	지금 가지 않으면 안 된다.	早く寝なきゃいけない。	일찍 자야 한다.
～つつある	～つつある	~하는 중이다	문법		状況は改善しつつある。	상황은 개선되고 있다.	人口は減りつつある。	인구는 감소하고 있다.
～によって	～によって	~에 의해서	문법		結果は努力によって決まる。	결과는 노력에 따라 결정된다.	国によって文化が違う。	나라에 따라 문화가 다르다.
～あまり	～あまり	~한 나머지	문법		忙しさのあまり食事を忘れた。	바쁨의 나머지 식사를 잊었다.	驚きのあまり言葉が出ない。	놀라운 나머지 말이 안 나온다.
～ほど	～ほど	~정도, ~만큼	문법		泣きたいほど嬉しい。	울고 싶을 만큼 기쁘다.	山ほど仕事がある。	산만큼 일이 있다.
～ものの	～ものの	~이지만	문법		引き受けたものの自信がない。	맡았지만 자신이 없다.	行ったものの誰もいなかった。	갔지만 아무도 없었다.
～ことはない	～ことはない	~할 필요는 없다	문법		心配することはない。	걱정할 필요는 없다.	謝ることはない。	사과할 필요는 없다.
～ないことには	～ないことには	~하지 않고서는	문법		確認しないことには進めない。	확인하지 않고서는 진행할 수 없다.	会わないことには分からない。	만나지 않고서는 알 수 없다.
～だけ	～だけ	~한 만큼, ~할 수 있는 한	문법		できるだけ早くやる。	할 수 있는 한 빨리 한다.	欲しいだけ持っていって。	원하는 만큼 가져가.
～てくれる	～てくれる	(나에게) ~해 주다	문법		友達が荷物を運んでくれた。	친구가 짐을 옮겨 주었다.	先生が説明してくれた。	선생님이 설명해 주셨다.
～ずに	～ずに	~하지 않고	문법		朝食を食べずに出かけた。	아침을 안 먹고 외출했다.	寝ずに勉強した。	자지 않고 공부했다.
～おきに	～おきに	~간격으로, 걸러서	문법		一日おきに運動する。	하루 걸러 운동한다.	十分おきにバスが来る。	10분 간격으로 버스가 온다.
	かえって	도리어, 오히려	부사	관용 부사	心配したらかえって悪くなった。	걱정했더니 오히려 나빠졌다.	急いだらかえって遅くなった。	서둘렀더니 도리어 늦어졌다.
～きる	～きる	완전히 ~하다	문법		全力を出しきった。	전력을 다 냈다.	走りきって倒れた。	끝까지 달리고 쓰러졌다.
～ほかない	～ほかない	~할 수밖에 없다	문법		諦めるほかない。	포기할 수밖에 없다.	謝るほかない状況だ。	사과할 수밖에 없는 상황이다.
～こと	～こと	~할 것 <명령>	문법		時間を守ること。	시간을 지킬 것.	事前に予約すること。	사전에 예약할 것.
～なきゃって	～なきゃって	~해야 한다고	문법		頑張らなきゃって思った。	노력해야 한다고 생각했다.	早く寝なきゃって思いつつ起きていた。	일찍 자야 한다고 생각하면서 깨어 있었다.
～てほしいだろうか	～てほしいだろうか	~해 주기를 바라는 것일까?	문법		彼は何をしてほしいだろうか。	그는 무엇을 해 주기를 바라는 걸까?	どうしてほしいだろうかと考える。	어떻게 해 주기를 바라는지 생각한다.
～につぐ	～につぐ	~에 이어지는	문법		優勝につぐ栄誉だ。	우승에 이어지는 영예다.	最高記録につぐ二位だ。	최고 기록에 이어지는 2위다.
～にしては	～にしては	~치고는	문법		子供にしては大人びている。	아이치고는 어른스럽다.	初心者にしては上手だ。	초보치고는 능숙하다.
お越しになる	おこしになる	오시다, 가시다 <존경>	동사	존경어	先生がお越しになりました。	선생님이 오셨습니다.	お越しになる時間を教えてください。	오시는 시간을 알려 주세요.
～かけ	～かけ	~하던 도중	문법		読みかけの本がある。	읽다 만 책이 있다.	食べかけのケーキを残す。	먹다 만 케이크를 남긴다.
	おいでになる	오시다, 가시다 <존경>	동사	존경어	どちらにおいでになりますか。	어디에 가십니까?	先生がおいでになりました。	선생님이 오셨습니다.
～ものだ	～ものだ	~로구나 <감동>	문법		時間が経つのは早いものだ。	시간이 가는 게 빠르구나.	子供は元気なものだ。	아이는 활기차구나.
～かねる	～かねる	~하기 어렵다	문법		お答えしかねます。	답변드리기 어렵습니다.	判断しかねる状況だ。	판단하기 어려운 상황이다.
～っこない	～っこない	~할 리가 없다	문법		そんなこと、わかりっこない。	그런 거 알 리가 없다.	できっこないと諦めた。	할 수 있을 리가 없다고 포기했다.
～に対して	～にたいして	~에 대해서	문법		彼に対して感謝の気持ちがある。	그에 대해 감사의 마음이 있다.	問題に対して真剣に取り組む。	문제에 대해 진지하게 임한다.
お～する	おする	~하다 <겸손>	문법		お手伝いします。	도와드리겠습니다.	お知らせします。	알려드리겠습니다.
	そのうち	머지않아, 가까운 시일 안에	부사	관용 부사	そのうち良くなるだろう。	머지않아 좋아질 것이다.	そのうち会いに行く。	조만간 만나러 간다.
～以上	～いじょう	~한 이상	문법		約束した以上守る。	약속한 이상 지킨다.	引き受けた以上最後までやる。	맡은 이상 끝까지 한다.
～とする	～とする	~라고 하다 <가정, 판단>	문법		明日晴れるとする。	내일 맑다고 하자.	彼が来るとする。	그가 온다고 가정하자.
～だけなら	～だけなら	~뿐이라면	문법		話を聞くだけならいい。	이야기만 듣는 거라면 괜찮다.	見るだけなら無料だ。	보기만 한다면 무료다.
～てからにする	～てからにする	~하고 나서 하다	문법		食事をしてからにする。	식사를 하고 나서 한다.	相談してからにします。	상담하고 나서 하겠습니다.
～することになる	～することになる	~하게 되다	문법		来月引っ越すことになる。	다음 달 이사하게 된다.	転勤することになった。	전근하게 되었다.
～ないことがある	～ないことがある	~하지 않는 경우가 있다	문법		彼は来ないことがある。	그는 안 오는 경우가 있다.	働かないことがある。	일하지 않는 경우가 있다.
～って	～って	~라고 해 <인용>	문법		彼が来るって言った。	그가 온다고 했다.	難しいって聞いた。	어렵다고 들었다.
たとえ～ても	たとえても	설령 ~할지라도	문법		たとえ大変でも頑張る。	설령 힘들어도 노력한다.	たとえ反対されてもやる。	설령 반대받아도 한다.
～おそれがある	～おそれがある	~할 우려가 있다	문법		明日は雨のおそれがある。	내일은 비 올 우려가 있다.	遅れるおそれがある。	늦을 우려가 있다.
～ないかな	～ないかな	~하지 않으려나, ~하지 않을까?	문법		早く来ないかな。	빨리 오지 않으려나.	うまくいかないかな。	잘 안 될까?
～というように	～というように	~라는 식으로, ~라는 것처럼	문법		急ぐというように手を振った。	서두르라는 듯 손을 흔들었다.	OKというように頷いた。	OK라는 듯 끄덕였다.
～じゃない？	～じゃない	~아닐까?	문법		変じゃない？	이상하지 않아?	大丈夫じゃない？	괜찮지 않아?
～できるものなら	～できるものなら	~할 수만 있다면	문법		会えるものなら会いたい。	만날 수만 있다면 만나고 싶다.	代われるものなら代わりたい。	대신할 수 있다면 대신하고 싶다.
～てならない	～てならない	너무 ~하다	문법		気になってならない。	너무 신경 쓰여서 견딜 수 없다.	悔しくてならない。	너무 분하다.
お～です	おです	~하시다 <존경>	문법		お元気ですか。	건강하십니까?	お忙しいですね。	바쁘시군요.
～にでも	～にでも	~에라도	문법		お茶にでも行きましょう。	차나 마시러 갑시다.	散歩にでも出かけよう。	산책이라도 하러 가자.
～はずがない	～はずがない	~할 리가 없다	문법		そんなはずがない。	그럴 리가 없다.	彼が嘘をつくはずがない。	그가 거짓말할 리가 없다.
～を通して	～をとおして	~을 통해	문법		友人を通して紹介された。	친구를 통해 소개받았다.	インターネットを通して情報を得る。	인터넷을 통해 정보를 얻는다.
～なら	～なら	~라면 <화제 제시>	문법		君ならできる。	너라면 할 수 있다.	私なら行かない。	나라면 안 간다.
	まさか	설마	부사	관용 부사	まさか彼が来るとは。	설마 그가 올 줄이야.	まさかそんなことが。	설마 그런 일이.
～てばかりだ	～てばかりだ	~하기만 한다	문법		遊んでばかりだ。	놀기만 한다.	不満を言ってばかりだ。	불만만 늘어놓는다.
～ということだ	～ということだ	~라는 것이다 <전달, 전문>	문법		会議は中止ということだ。	회의는 중지라는 것이다.	彼は退院したということだ。	그는 퇴원했다는 것이다.
	ございます	있습니다 <정중>	동사	정중어	資料はこちらにございます。	자료는 이쪽에 있습니다.	ありがとうございます。	감사합니다.
どうやって～したか	どうやってしたか	어떻게 ~한 것인지	문법		どうやって解決したか教えて。	어떻게 해결한 건지 알려 줘.	どうやって到着したか分からない。	어떻게 도착했는지 모른다.
～(よ)うとしないで	～ようとしないで	~하려고 하지 말고	문법		急ごうとしないで落ち着いて。	서두르려고 하지 말고 침착해.	無理しようとしないで。	무리하려고 하지 마.
もらってくれない	もらってくれない	받지 않을래? <부탁, 의뢰>	문법		これ、もらってくれない？	이거, 받아 주지 않을래?	要らないからもらってくれない？	필요 없으니까 받아 주지 않을래?
～たほうがよかった	～たほうがよかった	~하는 편이 좋았다 <아쉬움>	문법		もっと早く始めたほうがよかった。	좀 더 일찍 시작하는 편이 좋았다.	行ったほうがよかった。	가는 편이 좋았다.
～てくださる	～てくださる	~해 주시다 <존경>	문법		先生が教えてくださった。	선생님이 가르쳐 주셨다.	お返事してくださり感謝します。	답장해 주셔서 감사합니다.
～向け	～むけ	~대상, ~용	문법		子供向けの本だ。	아이 대상의 책이다.	初心者向けのコースだ。	초보자용 코스다.
～たがる	～たがる	~하고 싶어하다	문법		彼は出かけたがる。	그는 외출하고 싶어 한다.	子供は遊びたがる。	아이는 놀고 싶어 한다.
～だけで	～だけで	~만으로	문법		見るだけで嬉しい。	보기만 해도 기쁘다.	話を聞くだけで疲れた。	이야기만 들어도 피곤하다.
～ておきなさい	～ておきなさい	~해 두세요	문법		予習しておきなさい。	예습해 두세요.	準備しておきなさい。	준비해 두세요.
～かと思う	～かとおもう	~할까 하고 생각하다	문법		帰ろうかと思う。	돌아갈까 한다.	出かけようかと思う。	나갈까 한다.
～もしないで	～もしないで	~도 하지 않고	문법		確認もしないで提出した。	확인도 안 하고 제출했다.	返事もしないで帰った。	대답도 안 하고 돌아갔다.
～ついでに	～ついでに	~하는 김에	문법		買い物のついでに寄った。	쇼핑 가는 김에 들렀다.	散歩のついでに郵便を出した。	산책 가는 김에 우편을 보냈다.
	いったい	도대체	부사	관용 부사	いったいどうしたんだ。	도대체 어떻게 된 거야.	いったい何が起きた？	도대체 무슨 일이 일어났어?
～にしたがって	～にしたがって	~에 따라	문법		時間が経つにしたがって慣れた。	시간이 지남에 따라 익숙해졌다.	経験を積むにしたがって自信がついた。	경험을 쌓음에 따라 자신감이 붙었다.
～ざるを得ない	～ざるをえない	~하지 않을 수 없다	문법		結果を受け入れざるを得ない。	결과를 받아들이지 않을 수 없다.	謝らざるを得ない。	사과하지 않을 수 없다.
お/ご～です	おごです	~하시다 〈존경〉	문법		お忙しい中ありがとうございます。	바쁘신 중 감사합니다.	ご遠慮なくお話しください。	사양 마시고 말씀해 주십시오.
～しか～ない	～しかない	~밖에 ~할 수 없다	문법		これしか方法がない。	이것밖에 방법이 없다.	信じるしかない。	믿을 수밖에 없다.
～よりも	～よりも	~보다도	문법		昨日よりも暑い。	어제보다 덥다.	彼よりも背が高い。	그보다 키가 크다.
～ままにせず	～ままにせず	~한 채로 두지 말고	문법		汚れたままにせず洗ってください。	더러운 채로 두지 말고 씻으세요.	そのままにせず修理する。	그대로 두지 말고 수리한다.
～ようとする	～ようとする	~하려고 하다	문법		話そうとしたが言えなかった。	말하려 했지만 못 했다.	逃げようとした瞬間。	도망가려 한 순간.
～させてもらう	～させてもらう	~하다 〈사역수동〉	문법		本日はお休みさせてもらいます。	오늘은 쉬도록 하겠습니다.	発表させてもらいます。	발표하도록 하겠습니다.
～だらけ	～だらけ	~투성이	문법		服が泥だらけだ。	옷이 진흙투성이다.	間違いだらけのレポート。	실수투성이의 보고서.
～としても	～としても	~라고 할지라도	문법		冗談としても言っていい。	농담이라고 해도 말해도 된다.	事実としても受け入れがたい。	사실이라 해도 받아들이기 어렵다.
～にあたって	～にあたって	~에 즈음하여, ~에 있어서	문법		開会にあたって挨拶する。	개회에 즈음해 인사한다.	出発にあたって準備を整える。	출발에 즈음해 준비를 마친다.
～てたまらない	～てたまらない	~해서 견딜 수 없다 (너무 ~하다)	문법		暑くてたまらない。	너무 더워서 견딜 수 없다.	会いたくてたまらない。	너무 보고 싶어서 견딜 수 없다.
	そういう	그러한	연체사	관용 표현	そういう話は聞いていない。	그런 이야기는 듣지 못했다.	そういう人は珍しい。	그런 사람은 드물다.
～としては	～としては	~의 입장에서는	문법		私としては賛成だ。	저로서는 찬성이다.	会社としては大きな決断だ。	회사 입장에서는 큰 결단이다.
～ば～ほど	～ばほど	~하면 ~할수록	문법		勉強すればするほど分かる。	공부하면 할수록 안다.	見れば見るほど好きになる。	보면 볼수록 좋아진다.
