# N2 enrichment batch 5 (401~500)
改正	かいせい	개정	명사	改(고칠 개) + 正(바를 정)	法律が改正された。	법률이 개정되었다.	規則の改正案を検討する。	규칙 개정안을 검토한다.
場面	ばめん	장면	명사	場(마당 장) + 面(낯 면)	映画の感動的な場面に泣いた。	영화의 감동적인 장면에 울었다.	大事な場面で実力を発揮する。	중요한 장면에서 실력을 발휘한다.
夢中	むちゅう	열중	명사	夢(꿈 몽) + 中(가운데 중) → 꿈속에 빠진 듯 몰두	子供はゲームに夢中だ。	아이는 게임에 열중해 있다.	趣味に夢中になる時間が幸せだ。	취미에 몰두하는 시간이 행복하다.
成長	せいちょう	성장	명사	成(이룰 성) + 長(길 장)	子供の成長は早い。	아이의 성장은 빠르다.	経済成長が著しい。	경제 성장이 두드러진다.
	ごろごろ	데굴데굴, 뒹굴뒹굴	부사	의태어 (구르는 모양)	休日は家でごろごろしている。	휴일에는 집에서 뒹굴거리고 있다.	石が坂をごろごろ転がる。	돌이 비탈을 데굴데굴 굴렀다.
適度な	てきどな	적당한, 알맞은	な형용사	適(맞을 적) + 度(법도 도)	適度な運動は健康にいい。	적당한 운동은 건강에 좋다.	適度な距離感を保つ。	적당한 거리감을 유지한다.
呼び止める	よびとめる	불러 세우다	동사	呼び(부름) + 止める(멈추다)	警官に呼び止められた。	경찰관에게 불러 세워졌다.	歩いている人を呼び止めて道を聞いた。	걷고 있는 사람을 불러 세워 길을 물었다.
中継	ちゅうけい	중계	명사	中(가운데 중) + 継(이을 계)	試合がテレビで中継される。	시합이 텔레비전으로 중계된다.	生中継で現場の様子を伝えた。	생중계로 현장 상황을 전했다.
解散	かいさん	해산	명사	解(풀 해) + 散(흩을 산)	会議は予定より早く解散した。	회의는 예정보다 일찍 해산했다.	グループの解散が発表された。	그룹의 해산이 발표되었다.
	ぜいたくな	사치스러운	な형용사	외래형 어휘 (사치)	ぜいたくな食事を楽しんだ。	사치스러운 식사를 즐겼다.	たまにはぜいたくな旅行もいい。	가끔은 사치스러운 여행도 좋다.
スムーズに	スムーズに	부드럽게	부사	외래어 (smoothly)	会議はスムーズに進行した。	회의는 부드럽게 진행되었다.	手続きをスムーズに済ませた。	절차를 부드럽게 마쳤다.
見当がつく	けんとうがつく	짐작이 가다	관용구	見当(짐작) + つく(붙다)	犯人の見当がついた。	범인이 짐작이 갔다.	だいたいの量の見当がつく。	대략의 양이 짐작이 간다.
	つらい	괴롭다, 힘들다	い형용사	상태/감정 형용사	失恋がつらかった。	실연이 괴로웠다.	つらい時こそ笑顔でいたい。	힘들 때일수록 웃고 싶다.
	すっきり	산뜻하게, 후련하게	부사	의태어 (개운한 모양)	お風呂に入ってすっきりした。	목욕을 해서 개운해졌다.	部屋を片付けて気分がすっきりした。	방을 정리해서 기분이 후련해졌다.
