# N2 enrichment batch 6 (501~600)
添付	てんぷ	첨부	명사	添(더할 첨) + 付(붙일 부)	資料を添付してメールを送った。	자료를 첨부해 메일을 보냈다.	写真を添付してください。	사진을 첨부해 주세요.
	じろじろ	빤히, 뚫어지게	부사	의태어 (응시하는 모양)	人をじろじろ見るのは失礼だ。	사람을 빤히 보는 것은 실례다.	子供がじろじろ見ていた。	아이가 뚫어지게 보고 있었다.
限界	げんかい	한계	명사	限(한계 한) + 界(경계 계)	体力の限界に達した。	체력의 한계에 도달했다.	限界を超えた挑戦をした。	한계를 넘는 도전을 했다.
固める	かためる	굳히다	동사	固(굳을 고): 단단하게 함	決意を固めた。	결의를 굳혔다.	地盤を固める工事をした。	지반을 다지는 공사를 했다.
解約	かいやく	해약	명사	解(풀 해) + 約(맺을 약)	契約を解約した。	계약을 해약했다.	会員を解約する手続きをした。	회원을 해약하는 절차를 했다.
	ニーズ	니즈, 요구	명사	외래어 (needs)	お客様のニーズに応える。	고객의 니즈에 부응한다.	時代のニーズが変化している。	시대의 니즈가 변화하고 있다.
開設	かいせつ	개설	명사	開(열 개) + 設(베풀 설)	新しい支店を開設した。	새 지점을 개설했다.	アカウントの開設手続きをした。	계정 개설 수속을 했다.
雇う	やとう	고용하다	동사	雇(품 살 고): 사람을 부림	新しいスタッフを雇った。	새 직원을 고용했다.	アルバイトを雇うことにした。	아르바이트를 고용하기로 했다.
思いきる	おもいきる	결심하다	동사	思い + 切る(끊다)	転職を思いきった。	전직을 결심했다.	彼は思いきって発言した。	그는 과감히 발언했다.
交渉	こうしょう	교섭	명사	交(사귈 교) + 渉(건널 섭)	価格について交渉した。	가격에 대해 교섭했다.	条件の交渉が長引いた。	조건 교섭이 길어졌다.
	クリア	클리어, 해결	명사	외래어 (clear)	難しい課題をクリアした。	어려운 과제를 클리어했다.	条件をクリアして合格した。	조건을 충족해 합격했다.
劇的に	げきてきに	극적으로	부사	劇(심할 극) + 的	状況が劇的に変わった。	상황이 극적으로 변했다.	劇的に成長を遂げた。	극적으로 성장을 이뤘다.
締め切る	しめきる	마감하다	동사	締め + 切る(끊다)	応募を締め切った。	응모를 마감했다.	申し込みを締め切る日が近い。	신청을 마감하는 날이 가깝다.
	ぞろぞろ	졸졸	부사	의태어 (이어지는 모양)	子供がぞろぞろ後をついてきた。	아이가 졸졸 뒤를 따라왔다.	人がぞろぞろ集まってきた。	사람이 줄줄이 모여들었다.
設備	せつび	설비	명사	設(베풀 설) + 備(갖출 비)	最新の設備が整っている。	최신 설비가 갖춰져 있다.	設備投資を増やした。	설비 투자를 늘렸다.
進出	しんしゅつ	진출	명사	進(나아갈 진) + 出(날 출)	海外市場に進出する。	해외 시장에 진출한다.	新分野への進出を計画する。	신분야 진출을 계획한다.
	まれな	드문, 희귀한	な형용사	관용 형용사 (드뭄)	まれな病気と診断された。	드문 병으로 진단되었다.	まれな経験ができた。	희귀한 경험을 할 수 있었다.
	ぎっしり	가득	부사	의태어 (꽉 차는 모양)	スケジュールがぎっしり詰まっている。	스케줄이 가득 차 있다.	引き出しに本がぎっしり入っている。	서랍에 책이 가득 들어 있다.
