# N2 enrichment batch 2 (101~200)
険しい	けわしい	험하다	い형용사	険(험할 험): 언덕(阝)이 모두(僉) 가파른 모양	険しい山道を歩くのは大変だ。	험한 산길을 걷는 것은 힘들다.	彼の表情は険しくなった。	그의 표정은 험해졌다.
比較的	ひかくてき	비교적	부사	比(견줄 비): 두 사람을 나란히 비교 / 較(견줄 교): 수레(車)를 견줌 / 的: ~한	今日は比較的暖かい。	오늘은 비교적 따뜻하다.	この問題は比較的簡単だ。	이 문제는 비교적 간단하다.
下降	かこう	하강	명사	下(아래 하): 아래 / 降(내릴 강): 언덕(阝)에서 발이 내려옴	飛行機が下降を始めた。	비행기가 하강을 시작했다.	気温が急激に下降した。	기온이 급격히 하강했다.
著しい	いちじるしい	현저하다, 두드러지다	い형용사	著(나타날 저): 풀(艹)을 모아 글로 드러냄	最近、彼の成長が著しい。	최근 그의 성장이 두드러진다.	医学の進歩は著しい。	의학의 발전은 현저하다.
声援	せいえん	성원	명사	声(소리 성): 소리 / 援(도울 원): 손(扌)으로 끌어 도움	観客の声援が選手を励ました。	관객의 성원이 선수를 격려했다.	大きな声援に応えて頑張った。	큰 성원에 부응해 힘냈다.
傾く	かたむく	기울다	동사	傾(기울 경): 사람이 비스듬히(頃) 서 있는 모양	夕日で長い影が西に傾いた。	석양에 긴 그림자가 서쪽으로 기울었다.	会社の経営が傾き始めた。	회사 경영이 기울기 시작했다.
情景	じょうけい	정경	명사	情(뜻 정): 마음(忄)의 푸른(青) 빛 → 감정 / 景(볕 경): 풍경	子供の頃の情景が思い出される。	어린 시절의 정경이 떠오른다.	別れの情景が今も心に残っている。	이별의 정경이 지금도 마음에 남아 있다.
乏しい	とぼしい	부족하다	い형용사	乏(모자랄 핍): 발(止)이 거꾸로 → 모자람	彼は経験に乏しい新人だ。	그는 경험이 부족한 신입이다.	資金が乏しくて事業が進まない。	자금이 부족해 사업이 진행되지 않는다.
介護	かいご	개호, 간병	명사	介(낄 개): 사람 사이에 끼어 도움 / 護(지킬 호): 새(隹)를 손(又)으로 지킴	高齢の母を介護している。	연로한 어머니를 간병하고 있다.	介護の仕事は体力が必要だ。	간병 일은 체력이 필요하다.
焦る	あせる	초조해하다, 안달하다	동사	焦(탈 초): 새(隹)가 불(灬)에 그을려 다급함	時間がなくて焦ってしまった。	시간이 없어서 초조해졌다.	焦らずゆっくり進めよう。	조급해하지 말고 천천히 진행하자.
賛否	さんび	찬부, 찬반	명사	賛(도울 찬): 두 손으로 도움 / 否(아닐 부): 입으로 부정	議案に賛否両論がある。	의안에 찬반양론이 있다.	参加者の賛否を確認した。	참가자의 찬반을 확인했다.
記憶	きおく	기억	명사	記(기록할 기): 말(言)을 자기(己) 안에 새김 / 憶(생각할 억): 마음(忄)에 둠	幼い頃の記憶がよみがえる。	어린 시절의 기억이 되살아난다.	彼は記憶力がとてもいい。	그는 기억력이 매우 좋다.
偉い	えらい	훌륭하다	い형용사	偉(클 위): 사람(亻)이 길게 둘러서서(韋) 우뚝함	父は偉い研究者として知られている。	아버지는 훌륭한 연구자로 알려져 있다.	そんなに頑張って偉いね。	그렇게 노력하다니 대단하구나.
途端に	とたんに	갑자기	부사	途(길 도): 길 / 端(끝 단): 끝 / 〜한 끝의 순간	ドアを開けた途端に犬が飛び出した。	문을 연 순간 개가 뛰쳐나왔다.	雨が降った途端に観光客が減った。	비가 오자마자 관광객이 줄었다.
務める	つとめる	(임무를) 맡다, 노력하다	동사	務(힘쓸 무): 창(矛)을 들고 힘써 일함	彼は議長を務めることになった。	그는 의장을 맡게 되었다.	司会を務めるのは初めてだ。	사회를 맡는 것은 처음이다.
素材	そざい	소재	명사	素(본디 소): 가공하지 않은 흰 실 / 材(재목 재): 나무 재료	高品質な素材を使った服だ。	고급 소재를 사용한 옷이다.	料理は素材選びが命だ。	요리는 재료 고르기가 생명이다.
警備	けいび	경비	명사	警(경계할 경): 말(言)로 경계함 / 備(갖출 비): 대비함	大統領の警備は厳重だ。	대통령의 경비는 삼엄하다.	夜間も警備員が巡回している。	야간에도 경비원이 순찰한다.
外れる	はずれる	빠지다, 빗나가다	동사	外(바깥 외): 바깥 / 〜에서 떨어져 나옴	予想が外れて残念だ。	예상이 빗나가서 아쉽다.	ボタンが外れているよ。	단추가 풀어져 있어.
世間	せけん	세간, 세상	명사	世(인간 세): 인간 사회 / 間(사이 간): 그 사이	世間の評判を気にする。	세간의 평판을 신경 쓴다.	彼は世間知らずだと言われた。	그는 세상 물정을 모른다는 말을 들었다.
勇ましい	いさましい	용감하다, 활발하다	い형용사	勇(날쌜 용): 힘(力)이 솟아오름	勇ましい兵士たちが行進した。	용감한 병사들이 행진했다.	勇ましい音楽が流れている。	활발한 음악이 흐르고 있다.
運賃	うんちん	운임	명사	運(옮길 운): 짐을 옮김 / 賃(품삯 임): 노동의 대가	電車の運賃が値上げされる。	전철 운임이 인상된다.	タクシーの運賃が高くなった。	택시 요금이 비싸졌다.
握手	あくしゅ	악수	명사	握(쥘 악): 손을 잡음 / 手(손 수): 손	試合後、選手たちは握手を交わした。	시합 후 선수들은 악수를 나눴다.	初対面で固く握手をした。	첫 만남에 굳게 악수를 나눴다.
腕	うで	팔	명사	腕(팔 완): 사람 몸(月)의 굽이(宛)	彼は腕の力が強い。	그는 팔 힘이 세다.	料理の腕を上げたい。	요리 솜씨를 늘리고 싶다.
善良な	ぜんりょうな	선량한	な형용사	善(착할 선): 양(羊)의 입(口)에서 나오는 좋은 말 / 良(어질 량): 좋음	彼は善良な性格の持ち主だ。	그는 선량한 성격의 소유자다.	善良な市民を守るのが警察の役目だ。	선량한 시민을 지키는 것이 경찰의 임무다.
平等	びょうどう	평등	명사	平(평평할 평): 평평함 / 等(가지런할 등): 가지런함	男女平等の社会を目指す。	남녀평등 사회를 지향한다.	全員に平等にチャンスを与えたい。	전원에게 평등하게 기회를 주고 싶다.
詳細	しょうさい	상세	명사	詳(자세할 상): 자세함 / 細(가늘 세): 가늘게 나눔	詳細は後ほどお知らせします。	상세 내용은 추후 알려 드리겠습니다.	計画の詳細を確認した。	계획의 상세 내용을 확인했다.
分析	ぶんせき	분석	명사	分(나눌 분): 나눔 / 析(쪼갤 석): 도끼(斤)로 나무를 쪼갬	データを詳しく分析する。	데이터를 상세히 분석한다.	原因を分析した結果が出た。	원인을 분석한 결과가 나왔다.
絡まる	からまる	얽히다	동사	絡(이을 락): 실(糸)이 얽혀 흐름(各)을 이룸	糸が絡まってほどけない。	실이 얽혀 풀리지 않는다.	複雑な事情が絡まっている。	복잡한 사정이 얽혀 있다.
農薬	のうやく	농약	명사	農(농사 농): 밭일 / 薬(약 약): 풀(艹)로 만든 약	農薬を使わずに野菜を育てる。	농약을 쓰지 않고 채소를 기른다.	農薬の残留が問題視されている。	농약 잔류가 문제시되고 있다.
鮮やかな	あざやかな	선명한	な형용사	鮮(고울 선): 생선(魚)과 양(羊)이 신선함	鮮やかな赤色のドレスを着た。	선명한 빨간색 드레스를 입었다.	鮮やかな技で観客を魅了した。	선명한 기술로 관객을 매료시켰다.
優秀な	ゆうしゅうな	우수한	な형용사	優(뛰어날 우): 사람이 뛰어남 / 秀(빼어날 수): 벼(禾)가 잘 자람	優秀な人材を集めたい。	우수한 인재를 모으고 싶다.	彼女は優秀な成績で卒業した。	그녀는 우수한 성적으로 졸업했다.
迷う	まよう	헤매다, 망설이다	동사	迷(미혹할 미): 길(辶)에서 헤맴(米)	道に迷って遅刻してしまった。	길을 헤매다 지각하고 말았다.	進路選択で迷っている。	진로 선택으로 망설이고 있다.
背骨	せぼね	등뼈, 척추	명사	背(등 배): 등 / 骨(뼈 골): 뼈	背骨を伸ばして座る。	등뼈를 펴고 앉는다.	背骨が痛くて病院に行った。	척추가 아파서 병원에 갔다.
実践	じっせん	실천	명사	実(열매 실): 열매를 맺음 / 践(밟을 천): 발로 밟음 → 실행	学んだことを実践する。	배운 것을 실천한다.	計画を実践に移すのが大切だ。	계획을 실천에 옮기는 것이 중요하다.
衣装	いしょう	의상	명사	衣(옷 의): 옷 / 装(꾸밀 장): 꾸밈	舞台衣装を準備した。	무대 의상을 준비했다.	民族衣装を着て写真を撮った。	민족 의상을 입고 사진을 찍었다.
礼儀	れいぎ	예의	명사	礼(예도 례): 제단 앞의 예 / 儀(거동 의): 사람의 바른 거동	彼はとても礼儀正しい。	그는 매우 예의 바르다.	日本では礼儀が重んじられる。	일본에서는 예의가 중시된다.
開催	かいさい	개최	명사	開(열 개): 문을 열음 / 催(재촉할 최): 사람을 모아 재촉	来月、展示会が開催される。	다음 달 전시회가 개최된다.	イベントの開催を発表した。	이벤트의 개최를 발표했다.
出世	しゅっせ	출세	명사	出(날 출): 나옴 / 世(인간 세): 세상에 나섬	彼は若くして出世した。	그는 젊어서 출세했다.	出世のために努力する。	출세를 위해 노력한다.
頼り	たより	연고, 의지가 되는 것	명사	頼(의지할 뢰): 묶어(束) 의지함	君だけが頼りだ。	너만이 의지가 된다.	地図を頼りに歩いた。	지도를 의지해 걸었다.
伝統	でんとう	전통	명사	伝(전할 전): 사람이 전함 / 統(거느릴 통): 실로 통합	日本の伝統文化を学ぶ。	일본의 전통문화를 배운다.	伝統を守り続けることが大切だ。	전통을 지속해서 지키는 것이 중요하다.
