# N2 enrichment batch 3 (201~300)
永久	えいきゅう	영구(영원)	명사	永(길 영): 물길이 길게 흐름 / 久(오랠 구): 사람이 오래 머물러 있는 모양	彼の名は永久に語り継がれる。	그의 이름은 영구히 전해질 것이다.	永久に変わらない友情を誓った。	영원히 변치 않을 우정을 맹세했다.
在籍	ざいせき	재적	명사	在(있을 재): 흙(土)에 남아 있음 / 籍(문서 적): 명부에 등록된 상태	彼はまだ会社に在籍している。	그는 아직 회사에 재직하고 있다.	大学に在籍中の学生だ。	대학에 재학 중인 학생이다.
従う	したがう	따르다, 복종하다	동사	従(좇을 종): 두 사람이 앞뒤로 따라감	先生の指示に従った。	선생님의 지시에 따랐다.	規則に従って行動する。	규칙에 따라 행동한다.
領収書	りょうしゅうしょ	영수증	명사	領(거느릴 령): 받음 / 収(거둘 수): 거둠 / 書(글 서): 문서	経費精算には領収書が必要だ。	경비 정산에는 영수증이 필요하다.	領収書を発行してください。	영수증을 발행해 주세요.
荒い	あらい	거칠다	い형용사	荒(거칠 황): 풀(艹)이 우거져 황량함	彼の言葉遣いは荒い。	그의 말투는 거칠다.	波が荒くて泳げない。	파도가 거칠어 수영할 수 없다.
豊かな	ゆたかな	풍부한, 부유한	な형용사	豊(풍성할 풍): 곡식이 풍성함	彼は表現力が豊かだ。	그는 표현력이 풍부하다.	豊かな自然に囲まれた村だ。	풍부한 자연에 둘러싸인 마을이다.
養う	やしなう	기르다, 부양하다	동사	養(기를 양): 양(羊)에게 먹이를 줌	働いて家族を養っている。	일해서 가족을 부양하고 있다.	子供を養うのは責任が重い。	아이를 기르는 것은 책임이 무겁다.
省く	はぶく	생략하다	동사	省(살필 성/덜 생): 작게 추림	無駄な手間を省きたい。	쓸데없는 수고를 줄이고 싶다.	細かい説明を省いて要点だけ話した。	세세한 설명을 생략하고 요점만 말했다.
迎える	むかえる	맞이하다	동사	迎(맞을 영): 길에서 사람을 맞아 들임	空港で家族を迎えた。	공항에서 가족을 맞이했다.	新年を家族と共に迎える。	새해를 가족과 함께 맞이한다.
系統	けいとう	계통	명사	系(이을 계): 끈으로 이음 / 統(거느릴 통): 실로 묶어 통합	血液の系統を調べる。	혈액 계통을 조사한다.	新しい系統の薬が開発された。	새 계통의 약이 개발되었다.
束ねる	たばねる	묶다	동사	束(묶을 속): 나무를 끈으로 묶음	新聞を束ねて捨てる。	신문을 묶어 버린다.	髪をひとつに束ねた。	머리를 하나로 묶었다.
精算	せいさん	정산	명사	精(깨끗할 정): 정밀히 / 算(셈할 산): 계산	月末に精算を行う。	월말에 정산을 한다.	出張費の精算を済ませた。	출장비 정산을 마쳤다.
趣味	しゅみ	취미	명사	趣(뜻 취): 향하는 마음 / 味(맛 미): 즐기는 맛	彼の趣味は読書だ。	그의 취미는 독서다.	新しい趣味を見つけたい。	새로운 취미를 찾고 싶다.
